date,ACM1,ACM0
Sun Mar 14 18:46:04 2021,3.85,3.85
Sun Mar 14 18:52:06 2021,3.85,3.85
Sun Mar 14 18:58:07 2021,3.85,3.85
Sun Mar 14 19:04:09 2021,3.83,3.83
Sun Mar 14 19:10:11 2021,3.83,3.83
Sun Mar 14 19:16:12 2021,3.83,3.85
Sun Mar 14 19:22:14 2021,3.85,3.88
Sun Mar 14 19:28:16 2021,3.85,3.88
Sun Mar 14 19:34:18 2021,3.83,3.85
Sun Mar 14 19:40:19 2021,3.83,3.88
Sun Mar 14 19:46:21 2021,3.83,3.85
Sun Mar 14 19:52:23 2021,3.83,3.88
Sun Mar 14 19:58:25 2021,3.85,3.88
Sun Mar 14 20:04:26 2021,3.83,3.85
Sun Mar 14 20:10:28 2021,3.85,3.85
Sun Mar 14 20:16:30 2021,3.83,3.83
Sun Mar 14 20:22:32 2021,3.83,3.83
Sun Mar 14 20:28:33 2021,3.83,3.83
Sun Mar 14 20:34:35 2021,3.83,3.83
Sun Mar 14 20:40:37 2021,3.83,3.83
Sun Mar 14 20:46:39 2021,3.83,3.83
Sun Mar 14 20:52:40 2021,3.80,3.83
Sun Mar 14 20:58:42 2021,3.83,3.83
Sun Mar 14 21:04:44 2021,3.83,3.83
Sun Mar 14 21:10:46 2021,3.80,3.80
Sun Mar 14 21:16:47 2021,3.83,3.83
Sun Mar 14 21:22:49 2021,3.83,3.83
Sun Mar 14 21:28:51 2021,3.83,3.83
Sun Mar 14 21:34:52 2021,3.83,3.83
Sun Mar 14 21:40:54 2021,3.85,3.85
Sun Mar 14 21:46:56 2021,3.83,3.83
Sun Mar 14 21:52:58 2021,3.83,3.83
Sun Mar 14 21:58:59 2021,3.85,3.85
Sun Mar 14 22:05:01 2021,3.83,3.85
Sun Mar 14 22:11:03 2021,3.83,3.83
Sun Mar 14 22:17:05 2021,3.83,3.83
Sun Mar 14 22:23:06 2021,3.85,3.83
Sun Mar 14 22:29:08 2021,3.85,3.85
Sun Mar 14 22:35:10 2021,3.83,3.80
Sun Mar 14 22:41:12 2021,3.83,3.83
Sun Mar 14 22:47:13 2021,3.85,3.83
Sun Mar 14 22:53:15 2021,3.85,3.83
Sun Mar 14 22:59:17 2021,3.83,3.80
Sun Mar 14 23:05:19 2021,3.85,3.85
Sun Mar 14 23:11:20 2021,3.85,3.83
Sun Mar 14 23:17:22 2021,3.83,3.80
Sun Mar 14 23:23:24 2021,3.80,3.80
Sun Mar 14 23:29:26 2021,3.83,3.80
Sun Mar 14 23:35:27 2021,3.88,3.85
Sun Mar 14 23:41:29 2021,3.85,3.83
Sun Mar 14 23:47:31 2021,3.85,3.83
Sun Mar 14 23:53:33 2021,3.80,3.85
Sun Mar 14 23:59:34 2021,3.83,3.88
Mon Mar 15 00:05:36 2021,3.85,3.91
Mon Mar 15 00:11:38 2021,3.85,3.94
Mon Mar 15 00:17:39 2021,3.85,3.88
Mon Mar 15 00:23:41 2021,3.85,3.91
Mon Mar 15 00:29:43 2021,3.88,3.91
Mon Mar 15 00:35:45 2021,3.85,3.85
Mon Mar 15 00:41:46 2021,3.85,3.85
Mon Mar 15 00:47:48 2021,3.88,3.88
Mon Mar 15 00:53:50 2021,3.88,3.91
Mon Mar 15 00:59:51 2021,3.85,3.85
Mon Mar 15 01:05:53 2021,3.88,3.88
Mon Mar 15 01:11:55 2021,3.88,3.88
Mon Mar 15 01:17:57 2021,3.85,3.85
Mon Mar 15 01:23:59 2021,3.85,3.85
Mon Mar 15 01:30:00 2021,3.85,3.85
Mon Mar 15 01:36:02 2021,3.85,3.85
Mon Mar 15 01:42:04 2021,3.85,3.85
Mon Mar 15 01:48:05 2021,3.88,3.88
Mon Mar 15 01:54:07 2021,3.88,3.88
Mon Mar 15 02:00:09 2021,3.80,3.83
Mon Mar 15 02:06:11 2021,3.85,3.83
Mon Mar 15 02:12:12 2021,3.85,3.83
Mon Mar 15 02:18:14 2021,3.88,3.85
Mon Mar 15 02:24:16 2021,3.83,3.80
Mon Mar 15 02:30:17 2021,3.85,3.83
Mon Mar 15 02:36:19 2021,3.80,3.85
Mon Mar 15 02:42:21 2021,3.85,3.83
Mon Mar 15 02:48:23 2021,3.83,3.80
Mon Mar 15 02:54:24 2021,3.83,3.83
Mon Mar 15 03:00:26 2021,3.83,3.80
Mon Mar 15 03:06:28 2021,3.83,3.80
Mon Mar 15 03:12:29 2021,3.80,3.80
Mon Mar 15 03:18:31 2021,3.83,3.83
Mon Mar 15 03:24:33 2021,3.83,3.83
Mon Mar 15 03:30:35 2021,3.83,3.83
Mon Mar 15 03:36:36 2021,3.80,3.80
Mon Mar 15 03:42:38 2021,3.80,3.83
Mon Mar 15 03:48:40 2021,3.80,3.80
Mon Mar 15 03:54:41 2021,3.80,3.80
Mon Mar 15 04:00:43 2021,3.83,3.80
Mon Mar 15 04:06:45 2021,3.80,3.80
Mon Mar 15 04:12:47 2021,3.77,3.77
Mon Mar 15 04:18:49 2021,3.77,3.80
Mon Mar 15 04:24:50 2021,3.80,3.83
Mon Mar 15 04:30:52 2021,3.80,3.83
Mon Mar 15 04:36:54 2021,3.83,3.80
Mon Mar 15 04:42:56 2021,3.80,3.80
Mon Mar 15 04:48:57 2021,3.83,3.83
Mon Mar 15 04:54:59 2021,3.80,3.74
Mon Mar 15 05:01:01 2021,3.80,3.83
Mon Mar 15 05:07:03 2021,3.83,3.83
Mon Mar 15 05:13:04 2021,3.77,3.83
Mon Mar 15 05:19:06 2021,3.80,3.88
Mon Mar 15 05:25:08 2021,3.80,3.88
Mon Mar 15 05:31:09 2021,3.80,3.88
Mon Mar 15 05:37:11 2021,3.80,3.85
Mon Mar 15 05:43:13 2021,3.77,3.83
Mon Mar 15 05:49:14 2021,3.74,3.77
Mon Mar 15 05:55:16 2021,3.77,3.83
Mon Mar 15 06:01:18 2021,3.74,3.80
Mon Mar 15 06:07:20 2021,3.77,3.83
Mon Mar 15 06:13:21 2021,3.77,3.83
Mon Mar 15 06:19:23 2021,3.77,3.83
Mon Mar 15 06:25:25 2021,3.77,3.85
Mon Mar 15 06:31:27 2021,3.80,3.85
Mon Mar 15 06:37:28 2021,3.74,3.83
Mon Mar 15 06:43:30 2021,3.80,3.85
Mon Mar 15 06:49:32 2021,3.74,3.80
Mon Mar 15 06:55:33 2021,3.77,3.83
Mon Mar 15 07:01:35 2021,3.74,3.83
Mon Mar 15 07:07:37 2021,3.74,3.83
Mon Mar 15 07:13:39 2021,3.77,3.83
Mon Mar 15 07:19:40 2021,3.77,3.83
Mon Mar 15 07:25:42 2021,3.77,3.80
Mon Mar 15 07:31:44 2021,3.74,3.83
Mon Mar 15 07:37:46 2021,3.74,3.80
Mon Mar 15 07:43:47 2021,3.77,3.80
Mon Mar 15 07:49:49 2021,3.77,3.83
Mon Mar 15 07:55:51 2021,3.77,3.85
Mon Mar 15 08:01:53 2021,3.77,3.85
Mon Mar 15 08:07:54 2021,3.74,3.83
Mon Mar 15 08:13:56 2021,3.77,3.83
Mon Mar 15 08:19:58 2021,3.77,3.85
Mon Mar 15 08:25:59 2021,3.74,3.80
Mon Mar 15 08:32:01 2021,3.74,3.80
Mon Mar 15 08:38:03 2021,3.74,3.80
Mon Mar 15 08:44:05 2021,3.74,3.80
Mon Mar 15 08:50:06 2021,3.74,3.77
Mon Mar 15 08:56:08 2021,3.74,3.77
Mon Mar 15 09:02:10 2021,3.77,3.77
Mon Mar 15 09:08:12 2021,3.77,3.77
Mon Mar 15 09:14:13 2021,3.74,3.77
Mon Mar 15 09:20:15 2021,3.77,3.80
Mon Mar 15 09:26:17 2021,3.74,3.80
Mon Mar 15 09:32:18 2021,3.71,3.74
Mon Mar 15 09:38:20 2021,3.74,3.80
Mon Mar 15 09:44:22 2021,3.74,3.77
Mon Mar 15 09:50:24 2021,3.77,3.77
Mon Mar 15 09:56:25 2021,3.71,3.74
Mon Mar 15 10:02:27 2021,3.74,3.74
Mon Mar 15 10:08:29 2021,3.74,3.77
Mon Mar 15 10:14:30 2021,3.74,3.74
Mon Mar 15 10:20:32 2021,3.74,3.74
Mon Mar 15 10:26:34 2021,3.71,3.74
Mon Mar 15 10:32:36 2021,3.74,3.74
Mon Mar 15 10:38:37 2021,3.74,3.77
Mon Mar 15 10:44:39 2021,5.78,5.92
Mon Mar 15 10:50:41 2021,5.60,5.78
Mon Mar 15 10:56:43 2021,5.43,5.66
Mon Mar 15 11:02:44 2021,5.40,5.69
Mon Mar 15 11:08:46 2021,5.43,5.57
Mon Mar 15 11:14:48 2021,5.43,5.49
Mon Mar 15 11:20:49 2021,5.40,5.57
Mon Mar 15 11:26:51 2021,5.40,5.54
Mon Mar 15 11:32:53 2021,5.40,5.54
Mon Mar 15 11:38:55 2021,5.40,5.63
Mon Mar 15 11:44:56 2021,5.40,5.63
Mon Mar 15 11:50:58 2021,5.46,5.63
Mon Mar 15 11:57:00 2021,5.43,5.69
Mon Mar 15 12:03:02 2021,5.40,5.69
Mon Mar 15 12:09:03 2021,5.43,5.69
Mon Mar 15 12:15:05 2021,5.43,5.66
Mon Mar 15 12:21:07 2021,5.40,5.69
Mon Mar 15 12:27:08 2021,5.43,5.66
Mon Mar 15 12:33:10 2021,5.40,5.60
Mon Mar 15 12:39:12 2021,5.43,5.66
Mon Mar 15 12:45:14 2021,5.43,5.66
Mon Mar 15 12:51:15 2021,5.43,5.66
Mon Mar 15 12:57:17 2021,5.40,5.69
Mon Mar 15 13:03:19 2021,5.40,5.66
Mon Mar 15 13:09:21 2021,5.40,5.66
Mon Mar 15 13:15:22 2021,5.37,5.66
Mon Mar 15 13:21:24 2021,5.40,5.69
Mon Mar 15 13:27:26 2021,5.40,5.69
Mon Mar 15 13:33:28 2021,5.40,5.69
Mon Mar 15 13:39:29 2021,5.37,5.66
Mon Mar 15 13:45:31 2021,5.37,5.66
Mon Mar 15 13:51:33 2021,5.37,5.66
Mon Mar 15 13:57:35 2021,5.34,5.66
Mon Mar 15 14:03:36 2021,5.34,5.66
Mon Mar 15 14:09:38 2021,5.34,5.66
Mon Mar 15 14:15:40 2021,5.34,5.72
Mon Mar 15 14:21:41 2021,5.31,5.69
Mon Mar 15 14:27:43 2021,5.31,5.69
Mon Mar 15 14:33:45 2021,5.31,5.69
Mon Mar 15 14:39:47 2021,5.31,5.66
Mon Mar 15 14:45:48 2021,5.31,5.66
Mon Mar 15 14:51:50 2021,5.31,5.69
Mon Mar 15 14:57:52 2021,5.31,5.66
Mon Mar 15 15:03:54 2021,5.34,5.69
Mon Mar 15 15:09:55 2021,5.31,5.66
Mon Mar 15 15:15:57 2021,5.28,5.69
Mon Mar 15 15:21:59 2021,5.28,5.66
Mon Mar 15 15:28:01 2021,5.28,5.69
Mon Mar 15 15:34:02 2021,5.25,5.63
Mon Mar 15 15:40:04 2021,5.28,5.66
Mon Mar 15 15:46:06 2021,5.31,5.69
Mon Mar 15 15:52:07 2021,5.28,5.66
Mon Mar 15 15:58:09 2021,5.25,5.63
Mon Mar 15 16:04:11 2021,5.22,5.60
